"Campaign Name","SourceKey","Owner","Request Status","Campaign Origin","Campaign No","Comments","Status","Campaign Type","IB/NNN","Starting Quarter","Execution Start Date","Execution End Date","Campaign/WBS Code","DAT link for Content","Digital Assets team support","Briefing for DAT","Roles","Industry (MC)","Sub-Industries","Solution Area L1","Solution Area L2","Partner","Region Name (level 2)","Campaign Priority","Creado","SourceListName","SourceID"
"BANKING (M&A + HIGH GROWTH)","UKI-12","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/21/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAG_mnl8Zws/Cpeiy-ZSwYOVyurAbHCwyw/view?utm_content=DAG_mnl8Zws&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h6c0ef60022","One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Banking""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","12"
"PS (ENGINEERING SERVICES)","UKI-5","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR",,"One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""Engineering Services""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","5"
"RETAIL (GROCERIES)","UKI-48","Mai","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","2/5/2026",,"CRM-WE26-S4H-UK01_REGRO","https://www.canva.com/design/DAHBkloJIcA/wAeLFCn7ZeOl4rSE17myeA/view?utm_content=DAHBkloJIcA&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h8d047167dd","One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Retail""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","48"
"AI LED ERP ","UKI-116","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","Cross","2026-Q1",,,"CRM-WE26-S4H-AI_LED","https://www.canva.com/design/DAHGz_Rnge8/mjcmrlSANk1UlWBFx38AgQ/view?utm_content=DAHGz_Rnge8&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h8268cc77c6","One Pager","We are looking for an ERP Campaign cross Industries that highlights the advantages of an AI led ERP System","[""CIO"",""CEO"",""CFO"",""COO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","116"
"Utilities (Power)","UKI-98","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-UTLP","https://www.canva.com/design/DAHC_XP38Yk/nLvGu9Ipx4G1eSEh9Azf0A/view?utm_content=DAHC_XP38Yk&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hbf92b2a599","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Utilities""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","98"
"Mill & Mining (Building Materials)","UKI-105","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/24/2026",,"CRM-WE25-S4H-UK06_BHNR ",,"One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Mill Products and Mining""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","105"
"Utilities (Water & Waste)","UKI-99","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-UTLWW","https://www.canva.com/design/DAHC_XP38Yk/nLvGu9Ipx4G1eSEh9Azf0A/view?utm_content=DAHC_XP38Yk&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hbf92b2a599","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Utilities""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","99"
"TELCO","UKI-104","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR","https://www.canva.com/design/DAHC-rMI_fQ/7LxnicY7JFYP0ndfj-wbag/view?utm_content=DAHC-rMI_fQ&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h5ed27831c0","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Telecommunications""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","104"
"WHOLESALE DISTRIBUTION","UKI-85","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/24/2026",,"CRM-WE26-S4H-IE01_WS",,"One Pager",,"[""CIO""]","[""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","85"
"ECO","UKI-84","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/3/2026","3/10/2026","CRM-WE26-S4H-IE01_ECO","https://www.canva.com/design/DAHBlMAc_wg/jaywkBM4RlrxCZa_ETgciA/view?utm_content=DAHBlMAc_wg&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hfd8cfad3d5","One Pager",,"[""CIO""]","[""Engineering, Construction, and Operations""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","84"
"RETAIL (HARD GOODS) + GROWTH","UKI-51","Mai","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","2/5/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHBkloJIcA/wAeLFCn7ZeOl4rSE17myeA/view?utm_content=DAHBkloJIcA&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h8d047167dd","One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Retail""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","51"
"CPG2 - Growth","UKI-103","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/12/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHCJ6lm7qY/R8NB9W683fUVzRHmqMo8pw/view?utm_content=DAHCJ6lm7qY&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hc63c76d8db","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Consumer Products""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","103"
"Chemicals","UKI-100","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-CHEMICALS",,"One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Chemicals""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","100"
"MEDIA (AGENCIES & PROD. SERVICES)","UKI-18","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-MEDIA_AP","https://www.canva.com/design/DAHExnkMiLU/As9_sGGMS4mUdEqyOiOqpw/view?utm_content=DAHExnkMiLU&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h46e170d818","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Media""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","18"
"O+G: Upstream Operators & Majors","UKI-119","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/26/2026",,"CRM-WE25-S4H-UK06_BHNR",,"One Pager","we have an SDE that is new to the Industry. We need a one Pager for Oil and Gas and some Enablement but as we are splitting per sub sector and nature of business we want to differentiate between Upstream, Downstream and Oilfield Services","[""CIO"",""CEO"",""CFO"",""COO""]","[""Oil, Gas, and Energy""]","[""Upstream""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]","AG Consultancy","CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","119"
"CPG2 - Fashion","UKI-102","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/12/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHBfUyI9tY/v_VosJ05xtdW4ERa_ZHqow/view?utm_content=DAHBfUyI9tY&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h87486520f5","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Consumer Products""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","102"
"LIFE SCIENCES (BIOPHARMA & MEDICAL)","UKI-70","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/28/2026",,"CRM-WE26-S4H-LFSCI_BM","https://www.canva.com/design/DAHDifnapPo/EtakOx3GX-092hHX-SEZAQ/view?utm_content=DAHDifnapPo&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h1d82ce7ced#1","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Life Sciences""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","70"
"CORE HR & PAYROLL - BANKING & INSURANCE","UKI-16","To be Assigned","Requested","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Banking"",""Insurance""]",,"[""Human Capital Management""]","[""Core HR and Payroll private""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","16"
"RECRUITMENT - EC&O (500+)","UKI-7","To be Assigned","Requested","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-UK01_RECO",,"Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Engineering, Construction, and Operations""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","7"
"SALES CLOUD - T&T (HOSPITALITY)","UKI-27","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-CEX-UKI12_SACL",,"Outreach Sequence",,"[""CMO""]","[""Travel and Transportation""]",,"[""Customer Experience""]","[""Sales and Service""]",,"CS UKI","Priority 3","3/9/2026 9:37 AM","UKI","27"
"INSURANCE","UKI-15","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-INSURANCE",,"Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Banking""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","15"
"CORE HR & PAYROLL - BANKING ( RETAIL & COMMERCIAL)","UKI-17","To be Assigned","Requested","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Banking""]",,"[""Human Capital Management""]","[""Core HR and Payroll private""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","17"
"PS3 (IT & BPO) + FUNDING","UKI-40","To be Assigned","Requested","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","1/20/2026",,"CRM-WE25-S4H-UK06_BHNR ",,"Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""IT-Serv. & BPO""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","40"
"PS4 (BusSvc & Facility Mgmt.) ","UKI-43","To be Assigned","Requested","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","1/20/2026",,"CRM-WE26-S4H-UK01_PS4BF",,"Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""BusSvc incl. Facility Mgmt."",""Non-Focused BusSvc""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","43"
"PS3 (CROSS) + GROWTH","UKI-42","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR ",,"Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""BusSvc incl. Facility Mgmt."",""IT-Serv. & BPO""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","42"
"CORE HR & PAYROLL - HIGH TECH (SP)","UKI-31","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""High Tech""]",,"[""Human Capital Management""]","[""Core HR and Payroll private""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","31"
"MEDIA (BROADCAST & ENTERTAINM.)","UKI-19","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-MEDIA_BE",,"Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Media"",""Sports and Entertainment""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","19"
"PS3 (B) - CROSS","UKI-41","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-UK01_PS3C",,"Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""BusSvc incl. Facility Mgmt."",""IT-Serv. & BPO""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","41"
"CORE HR & PAYROLL - MES (BROADCASTING & ENTERTAINMENT)","UKI-24","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/16/2026",,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Media"",""Sports and Entertainment""]",,"[""Human Capital Management""]","[""Core HR and Payroll private""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","24"
"CORE HR & PAYROLL - T&T (HOSPITALITY)","UKI-25","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Travel and Transportation""]",,"[""Human Capital Management""]","[""Core HR and Payroll private""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","25"
"T&t (LOGISITC SP)","UKI-21","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","4/7/2026",,"CRM-WE26-S4H-TT_L",,"Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Travel and Transportation""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","21"
"PS3 (BusSvc & Facility Mgmt.) ","UKI-39","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-UK01_PS3BF",,"Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""BusSvc incl. Facility Mgmt.""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","39"
"EMARSYS (SPORTS)","UKI-26","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-CEX-UKI12_EMAR",,"Outreach Sequence",,"[""CMO""]","[""Sports and Entertainment""]",,"[""Customer Experience""]","[""Marketing""]",,"CS UKI","Priority 3","3/9/2026 9:37 AM","UKI","26"
"CORE HR & PAYROLL - PS1 (A)","UKI-37","To be Assigned","Requested","DCM","CMP-000","4,282","Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Professional Services""]",,"[""Human Capital Management""]","[""Core HR and Payroll private""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","37"
"EMARSYS - RETAIL (GROCERIES)","UKI-53","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-CEX-UKI12_EMAR",,"Outreach Sequence",,"[""CMO""]","[""Retail""]",,"[""Customer Experience""]","[""Marketing""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","53"
"PS1 (C) + GROWTH","UKI-36","Mai","Completed","DCM","CMP-000","1,165","Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR ","https://web.outreach.io/sequences/69424/overview","Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Professional Services""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","36"
"HIGH TECH (GxS FLAG)","UKI-28","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-HT_GXS",,"Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""High Tech""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","28"
"CORE HR & PAYROLL - PS4 (500+)","UKI-47","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Professional Services""]","[""BusSvc incl. Facility Mgmt."",""Staffing Services"",""Non-Focused BusSvc"",""Consulting Audit Tax""]","[""Human Capital Management""]","[""Core HR and Payroll public""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","47"
"CONSUMER (FOOD)","UKI-56","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/12/2026",,"CRM-WE26-S4H-UK01_CFD","https://www.canva.com/design/DAHBfNr0SiM/7G8M-3XkNxfuPUz324N7gA/view?utm_content=DAHBfNr0SiM&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hd86b3a2f63","Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Consumer Products""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","56"
"RETAIL (HARD GOODS) - B","UKI-50","Mai","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-UK01_REHGB","https://web.outreach.io/sequences/69089/overview","Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Retail""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","50"
"PS1 (FUNDING)","UKI-32","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHCJ1B1ZJA/t4F97kfHOuCiXfMU32HTPg/view?utm_content=DAHCJ1B1ZJA&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=ha13a4efb08","Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Professional Services""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","32"
"RECRUITMENT - RETAIL (500+)","UKI-52","To be Assigned","Requested","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","2/5/2026",,"CRM-WE26-HXM-UK01_RandP ",,"Outreach Sequence",,"[""CHRO""]","[""Retail""]",,"[""Human Capital Management""]","[""Learning and Talent""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","52"
"CORE HR & PAYROLL - PS3 (A)","UKI-45","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Professional Services""]","[""BusSvc incl. Facility Mgmt."",""IT-Serv. & BPO""]","[""Human Capital Management""]","[""Core HR and Payroll public""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","45"
"PS2 (Mgmt consulting & Services) + Growth","UKI-125","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/23/2026",,"CRM-WE25-S4H-UK06_BHNR",,"Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Professional Services""]","[""Consulting Audit Tax""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","125"
"EMARSYS - RETAIL (HARD GOODS)","UKI-54","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-CEX-UKI12_EMAR",,"Outreach Sequence",,"[""CMO""]","[""Retail""]",,"[""Customer Experience""]","[""Marketing""]",,"CS UKI","Priority 3","3/9/2026 9:37 AM","UKI","54"
"CORE HR & PAYROLL - WHS (FOOD & BEVERAGE)","UKI-61","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Wholesale Distribution""]",,"[""Human Capital Management""]","[""Core HR and Payroll public""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","61"
"O+G: Oilfield Services & Engineering","UKI-120","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/26/2026",,"CRM-WE25-S4H-UK06_BHNR",,"Outreach Sequence","we requested a one pager for Campaign No 119 and want to differentiate between the sub industry and therefore need different outreach sequences for the different business models","[""CIO"",""CEO"",""CFO"",""COO""]","[""Oil, Gas, and Energy""]","[""Oil Field Services""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]","AG Consultancy","CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","120"
"CORE HR & PAYROLL - PS1 (M&A)","UKI-38","To be Assigned","Requested","DCM","CMP-000","2,858","Executed","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-HXM-UK06_BHNR",,"Outreach Sequence",,"[""CHRO""]","[""Professional Services""]",,"[""Human Capital Management""]","[""Core HR and Payroll private""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","38"
"CORE HR & PAYROLL - WHS (IMS & DURABLE)","UKI-62","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Wholesale Distribution""]",,"[""Human Capital Management""]","[""Core HR and Payroll public""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","62"
"CONSUMER & AGRI (MEAT & FISH)","UKI-55","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/26/2026",," CRM-WE26-S4H-UK01_CA",,"Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Consumer Products"",""Agribusiness""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","55"
"O+G: Downstream Retail & Specialty","UKI-121","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/26/2026",,"CRM-WE25-S4H-UK06_BHNR",,"Outreach Sequence","we requested a one pager for Campaign No 119 and want to differentiate between the sub industry and therefore need different outreach sequences for the different business models","[""CIO"",""CEO"",""CFO"",""COO""]","[""Oil, Gas, and Energy""]","[""Downstream""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]","AG Consultancy","CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","121"
"WHS (FOOD & BEVERAGE) - A","UKI-57","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/29/2026",," CRM-WE26-S4H-UK01_WHSA",,"Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","57"
"PS4 (STAFFING) + GROWTH","UKI-44","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/17/2026",,"CRM-WE25-S4H-UK06_BHNR ",,"Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""Staffing Services""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","44"
"CORE HR & PAYROLL (CPG/AGRI)","UKI-63","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-HXM-UK01_HRaPR",,"Outreach Sequence",,"[""CHRO""]","[""Agribusiness"",""Consumer Products""]",,"[""Human Capital Management""]","[""Core HR and Payroll public""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","63"
"RETAIL (HARD GOODS) - A","UKI-49","Mai","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1",,," CRM-WE26-S4H-UK01_REHGA","https://web.outreach.io/sequences/69089/overview","Outreach Sequence",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Retail""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:37 AM","UKI","49"
"BANKING (RETAIL & COMMERCIAL)","UKI-13","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-BNK_RC","https://www.canva.com/design/DAG_hxXiwto/_jVD8WQbHz1XvorUTlGAFQ/view?utm_content=DAG_hxXiwto&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hdf16961a89","Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Banking""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 2","3/9/2026 9:37 AM","UKI","13"
